snp436 -0.059910
snp437 -2.981144
snp438 -2.872613
snp439 -2.930170
snp440 -2.970569
snp441 -4.384465
snp442 -0.059910
snp443 -0.059910
snp444 -0.698243
snp445 0.632675
snp446 -4.677420
snp447 -0.059910
snp448 1.095387
snp449 1.095387
snp450 -4.079725
snp451 3.299664
snp452 0.257998
snp453 0.074287
snp454 0.074287
snp455 3.631306
snp456 1.095387
snp457 3.740591
snp458 1.095387
snp459 3.718647
snp460 3.525040
snp461 0.074287
snp462 0.074287
snp463 0.780602
snp464 -1.702145
snp465 3.740591
snp466 0.435159
snp467 -2.977215
snp468 0.074287
snp469 -4.743569
snp470 0.074287
snp471 -4.348732
snp472 -5.280803
snp473 -2.977215
snp474 -0.797248
snp475 -4.533882
snp476 3.740591
snp477 -4.718704
snp478 0.323368
snp479 0.074287
snp480 1.095387
snp481 -0.382254
snp482 -0.074287
snp483 0.435159
snp484 3.721216
snp485 3.740591
snp486 0.463595
snp487 -3.600935
snp488 3.740591
snp489 -3.532169
snp490 -4.718704
snp491 -4.256731
snp492 -4.260227
snp493 -0.511709
snp494 1.095387
snp495 -4.056516
snp496 4.597739
snp497 0.069823
snp498 0.562188
snp499 1.757419
snp500 0.562188
snp501 0.562188
snp502 -3.421405
snp503 -3.454571
snp504 3.740591
snp505 0.562188
snp506 1.095387
snp507 0.257998
snp508 1.104814
snp509 1.095387
snp510 0.069823
snp511 3.247303
snp512 1.095387
snp513 3.600069
snp514 -5.280803
snp515 -3.458842
snp516 -3.474141
snp517 0.491398
snp518 -6.429740
snp519 -3.154452
snp520 0.209059
snp521 1.054504
snp522 1.208063
snp523 3.774141
snp524 -5.048173
snp525 3.785305
snp526 -3.653375
snp527 3.793271
snp528 -4.742476
snp529 -1.161435
snp530 0.822748
snp531 1.054504
snp532 3.657685
snp533 -2.993491
snp534 -4.955960
snp535 -3.323152
snp536 0.836481
snp537 0.459617
snp538 0.522541
snp539 -4.786934
snp540 -4.800475
snp541 -4.903344
snp542 -4.903344
snp543 1.121242
snp544 -3.842158
snp545 -3.764450
snp546 -3.842158
snp547 1.095387
snp548 1.060825
snp549 3.121404
snp550 3.121404
snp551 -2.412375
snp552 3.606559
snp553 -2.852899
snp554 -1.024102
snp555 -0.614131
snp556 -3.960060
snp557 -2.886196
snp558 1.095387
snp559 -3.960060
snp560 -3.758271
snp561 -3.960060
snp562 0.525489
snp563 4.629739
snp564 4.653442
snp565 -3.842158
snp566 1.095387
snp567 1.095387
snp568 0.626830
snp569 1.095387
snp570 -1.559727
snp571 0.299244
snp572 0.522541
snp573 3.437978
snp574 3.559413
snp575 3.570684
snp576 -3.066483
snp577 -3.717361
snp578 -3.134528
snp579 0.323368
snp580 -3.066110
snp581 0.522541
snp582 0.257998
snp583 -3.856177
snp584 -3.717361
snp585 -3.542210
snp586 -3.717361
snp587 -5.491003
snp588 -2.785304
snp589 -3.717361
snp590 -1.535898
snp591 -3.908665
snp592 -3.715871
snp593 -3.380676
snp594 -2.957217
snp595 1.095387
snp596 -3.450126
snp597 0.435159
snp598 -3.717361
snp599 -3.380633
snp600 -3.427094
snp601 -3.673430
snp602 -3.717361
snp603 -3.916698
snp604 -3.164112
snp605 -3.717361
snp606 -3.380676
snp607 -5.114123
snp608 -1.517112
snp609 0.435159
snp610 -1.475699
snp611 3.335347
snp612 -0.625824
snp613 -1.475699
snp614 -1.373214
snp615 -4.348415
snp616 -4.087113
snp617 -2.790862
snp618 -3.828446
snp619 -3.090991
snp620 1.095387
snp621 -0.304150
snp622 -1.396052
snp623 3.580378
snp624 -4.087113
snp625 3.335347
snp626 3.622872
snp627 1.095387
snp628 3.490709
snp629 -5.127676
snp630 -3.693603
snp631 0.557568
snp632 -3.139235
snp633 0.522541
snp634 -3.258360
snp635 -3.440695
snp636 -3.843531
snp637 -3.142083
snp638 3.761882
snp639 -3.124582
snp640 -3.977496
snp641 -3.154042
snp642 1.095387
snp643 0.522541
snp644 -0.979977
snp645 -3.877810
snp646 1.095387
snp647 1.095387
snp648 3.428837
snp649 -4.087113
snp650 1.615756
snp651 -1.137442
snp652 -0.738073
snp653 -4.081066
snp654 4.066538
snp655 1.095387
snp656 -2.912668
snp657 -1.146160
snp658 3.755119
snp659 -2.911626
snp660 -3.139849
snp661 1.095387
snp662 -4.087113
snp663 -4.106851
snp664 -5.337075
snp665 1.095387
snp666 -1.143660
snp667 1.095387
snp668 0.712163
snp669 -4.196564
snp670 1.095387
snp671 2.088342
snp672 -3.936078
snp673 3.292879
snp674 -4.023179
snp675 -3.002968
snp676 -3.019515
snp677 -3.734078
snp678 0.209059
snp679 -2.914114
snp680 2.934058
snp681 -3.824370
snp682 3.383502
snp683 1.295848
snp684 0.253145
snp685 1.675577
snp686 0.437256
snp687 0.437256
snp688 -0.217080
snp689 0.975323
snp690 -3.767216
snp691 0.669003
snp692 -3.543554
snp693 -1.742110
snp694 -1.624962
snp695 1.492784
snp696 0.632595
snp697 -0.873011
snp698 -0.896324
snp699 -1.319840
snp700 0.115392
snp701 0.115392
snp702 0.316655
snp703 1.653691
snp704 3.007764
snp705 -2.260206
snp706 -0.413355
snp707 0.039800
snp708 -3.712725
snp709 -1.121083
snp710 -3.482398
snp711 -0.683688
snp712 0.560733
snp713 -0.469751
snp714 -0.488472
snp715 -3.482398
snp716 -0.413355
snp717 -1.941984
snp718 -1.280813
snp719 -3.482398
snp720 -0.606314
snp721 -0.391879
snp722 -1.132727
snp723 -0.227345
snp724 -3.482398
snp725 -0.502451
snp726 0.330138
snp727 1.889413
snp728 -1.132727
snp729 -3.482398
snp730 -3.482398
snp731 -0.501964
snp732 -0.383268
snp733 0.502681
snp734 -0.483132
snp735 -0.483132
snp736 -1.664784
snp737 -1.967601
snp738 -1.980753
snp739 1.457703
snp740 0.514446
snp741 0.308070
snp742 0.494148
snp743 0.318043
snp744 -1.006522
snp745 0.076976
snp746 1.246078
snp747 -0.856149
snp748 0.031156
snp749 -1.980753
snp750 -0.885368
snp751 0.278788
snp752 0.219147
snp753 -1.980753
snp754 0.278788
snp755 1.263245
snp756 -0.520678
snp757 -2.440971
snp758 -0.965439
snp759 -0.969938
snp760 -0.056125
snp761 0.784784
snp762 -0.043346
snp763 0.206434
snp764 -1.814569
snp765 1.100967
snp766 1.209901
snp767 0.278788
snp768 0.296477
snp769 -1.952026
snp770 0.243576
snp771 0.483366
snp772 1.007201
snp773 -1.814569
snp774 -1.436725
snp775 -1.132727
snp776 0.165843
snp777 0.978285
snp778 0.978285
snp779 0.982246
snp780 0.422392
snp781 -0.277569
snp782 0.422392
snp783 0.455217
snp784 1.739932
snp785 0.432689
snp786 0.422392
snp787 -0.664360
snp788 0.453912
snp789 0.530078
snp790 0.375100
snp791 -0.441167
snp792 0.197922
snp793 0.443194
snp794 0.409530
snp795 0.422392
snp796 0.978285
snp797 -0.590484
snp798 0.182423
snp799 -1.971789
snp800 0.407611
snp801 0.407611
snp802 -1.165060
snp803 0.379963
snp804 0.978285
snp805 -1.814569
snp806 -1.814569
snp807 0.407611
snp808 0.250432
snp809 0.136266
snp810 -0.942694
snp811 0.415223
snp812 0.354523
snp813 1.587031
snp814 0.407611
snp815 0.541530
snp816 -1.088418
snp817 0.040632
snp818 0.541530
snp819 0.541530
snp820 0.348833
snp821 1.450095
snp822 0.407611
snp823 0.477840
snp824 0.415480
snp825 0.608505
snp826 -1.805179
snp827 0.608505
snp828 0.407611
snp829 0.415480
snp830 0.541530
snp831 0.415480
snp832 -1.905764
snp833 0.576447
snp834 0.415480
snp835 0.747867
snp836 0.758030
snp837 -2.138708
snp838 -1.074879
snp839 0.204116
snp840 0.978285
snp841 0.665891
snp842 0.758030
snp843 0.736479
snp844 1.145846
snp845 -1.905764
snp846 0.178428
snp847 0.254776
snp848 0.615181
snp849 0.541713
snp850 0.204116
snp851 0.261699
snp852 0.736479
snp853 0.489663
snp854 1.540901
snp855 0.662646
snp856 0.736479
snp857 -1.936665
snp858 0.608505
snp859 0.978285
snp860 2.018073
snp861 -1.977070
snp862 0.545022
snp863 -1.564502
snp864 1.203019
snp865 -1.680342
snp866 -1.680342
snp867 1.039944
snp868 0.578457
snp869 0.736479
snp870 0.412025
snp871 0.608505
snp872 -1.132782
snp873 -1.680342
snp874 0.351036
snp875 0.351036
snp876 0.351036
snp877 0.123409
snp878 0.608505
snp879 0.608505
snp880 0.729780
snp881 0.608505
snp882 0.578457
snp883 1.816308
snp884 -0.895510
snp885 0.569411
snp886 -1.905764
snp887 0.737471
snp888 0.412538
snp889 0.992957
snp890 0.351036
snp891 0.608505
snp892 2.178866
snp893 0.736479
snp894 0.736479
snp895 0.736479
snp896 0.608505
snp897 0.608505
snp898 0.075095
snp899 -1.057924
snp900 0.075095
snp901 -1.524689
snp902 0.351036
snp903 0.578457
snp904 1.194193
snp905 -2.306466
snp906 0.308125
snp907 0.209299
snp908 1.217920
snp909 0.384889
snp910 0.196288
snp911 0.196288
snp912 0.196288
snp913 0.196288
snp914 0.196288
snp915 0.196288
snp916 -1.680342
snp917 0.196288
snp918 0.220377
snp919 0.200258
snp920 0.196288
snp921 0.196288
snp922 0.196288
snp923 -0.967705
snp924 0.196288
snp925 1.260835
snp926 0.174266
snp927 0.823769
snp928 0.703252
snp929 0.196288
snp930 -1.149692
snp931 0.196288
snp932 0.800390
snp933 -0.103156
snp934 0.348453
snp935 0.216373
snp936 0.250239
snp937 0.201479
snp938 0.196288
snp939 1.825235
snp940 0.150761
snp941 1.778873
snp942 -0.529085
snp943 -0.576413
snp944 0.601412
snp945 0.279833
snp946 -0.099064
snp947 -0.082376
snp948 -0.035734
snp949 -0.304756
snp950 -0.007192
snp951 -0.304756
snp952 0.405636
snp953 0.115447
snp954 1.083326
snp955 0.078575
snp956 -1.377519
snp957 0.076722
snp958 -0.800875
snp959 -1.573683
snp960 0.518665
snp961 0.523808
snp962 0.940306
snp963 1.004385
snp964 0.222651
snp965 -0.181251
snp966 0.549635
snp967 -0.272081
snp968 -0.272081
snp969 0.510287
snp970 0.510287
snp971 -0.985465
snp972 0.719323
snp973 -1.948581
snp974 0.587670
snp975 0.601413
snp976 0.500366
snp977 0.446953
snp978 0.568299
snp979 -0.322770
snp980 0.399458
snp981 1.465758
snp982 0.591279
snp983 0.133167
snp984 -0.051498
snp985 -0.189163
snp986 -0.409181
snp987 -0.271652
snp988 -1.948581
snp989 0.591279
snp990 0.630509
snp991 0.591279
snp992 -0.423570
snp993 0.591619
snp994 0.740025
snp995 -0.482430
snp996 0.536495
snp997 0.495989
snp998 -0.418375
snp999 0.816868
snp1000 -1.948581
